game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads,release_year
My Friendly Neighborhood,96,2144,2023-07-18,John Szymanski,"Action, Adventure, Horror",win,"English, French, Italian, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",13,3.63,3,6,201300,2023
Call of Duty®: Black Ops III,87,140275,2015-11-06,Treyarch,"FPS, Action","win, mac","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Polish, Portuguese - Brazil, Russian",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",17,3.16,3,26,10060000,2015
Naval Action,54,13504,2019-06-13,Bermuda Computer Club,"Combat, Open World, MMORPG, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America",0.0,"MMO, Online PvP, Online Co-op",10,1.42,3,43,896000,2019
Wreckfest 2,74,2707,2025-03-20,Bugbear,"Driving, Simulation, Combat",win,English,14.99,"Single-player, Online PvP, Steam Cloud, Family Sharing",13,3.0,4,3,196000,2025
Dragonkin: The Banished,60,525,2025-03-06,Eko Software,"Early Access, Roguelike, Action, Adventure, RPG",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",14.99,"Single-player, Steam Cloud, Family Sharing",10,2.22,4,15,19000,2025
Maneater,89,13373,2021-05-25,Tripwire Interactive,"Open World, RPG",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",39.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.35,2,13,1550000,2021
METAL GEAR RISING: REVENGEANCE,96,64774,2014-01-09,PlatinumGames,"Action, Combat, Story Rich","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.06,4,16,5780000,2014
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,94,13175,2020-06-23,Purple Lamp,"Platformer, Adventure, Cute",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese, Korean, Polish, Russian, Simplified Chinese, Hindi, Malay, Spanish - Latin America",14.99,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,3.65,3,13,1850000,2020
- Arcane Raise -,59,628,2017-03-10,Arcane Raise,"Adventure, RPG, Strategy",win,English,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",10,1.99,2,3,539200,2017
Cataclismo,90,3220,2025-03-20,Digital Sun,"Strategy, Building, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Polish, Hungarian, Italian, Czech, Turkish, Ukrainian",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.13,4,20,261100,2025
Two Worlds II HD,60,3768,2011-02-04,Reality Pump Studios,"RPG, Open World, Fantasy","win, mac","English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",12.49,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on TV, Family Sharing",17,4.33,5,40,2790000,2011
Sengoku Dynasty,73,5164,2024-11-07,Superkami,"Survival, Building, Open World",win,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Ukrainian, Korean, Polish, Portuguese - Brazil, Turkish",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",17,2.72,2,49,400700,2024
Animal Revolt Battle Simulator,95,5785,2022-04-15,VDimension,"Sandbox, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese",14.99,"Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing",10,4.31,1,51,246000,2022
Demolish & Build 3,44,176,2024-09-11,Demolish Games S.A.,"Simulation, Realistic, Action",win,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Simplified Chinese",19.99,"Single-player, Family Sharing",0,2.18,2,8,10500,2024
DCL - The Game,78,815,2020-02-18,Drone Champions AG,"Simulation, Driving, Sports, Action, Adventure","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Hindi, Malay",14.99,"Single-player, Online PvP, Steam Achievements, Steam Workshop, Family Sharing",0,3.8,3,1,58500,2020
Ancient Cities,65,1694,2023-03-25,Uncasual Games,"Strategy, Building, Survival, Simulation, Management",win,"English, French, Spanish - Spain, German, Spanish - Latin America, Portuguese - Brazil, Portuguese - Portugal, Catalan, Italian, Simplified Chinese",14.99,"Single-player, Steam Achievements, Steam Workshop, Family Sharing",0,1.65,2,10,75500,2023
Hydroneer,86,23880,2020-05-08,Foulball Hangover,"Building, Sandbox, Automation, Simulation",win,"English, Russian, Portuguese - Brazil, French, German, Turkish, Dutch, Polish, Spanish - Spain, Romanian, Simplified Chinese, Czech, Italian, Korean, Arabic, Japanese, Danish, Norwegian, Swedish",14.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing",0,3.0,5,72,1090000,2020
New Cycle,80,2163,2024-01-18,Core Engage,"Early Access, Strategy, Survival, Building, Simulation",win,"English, Simplified Chinese, French, German, Japanese, Korean, Russian, Traditional Chinese, Turkish, Spanish - Spain, Polish",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.0,4,33,128000,2024
River City Saga: Three Kingdoms,73,238,2022-07-20,Arc System Works,"Action, Platformer, 2D, Anime, Fighting",win,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean, French",29.99,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",10,3.42,4,54,21000,2022
GIBZ,87,1143,2017-04-07,Torrunt,"2D, Shooter, Adventure",win,"English, Turkish, German, Russian, Ukrainian, Japanese, Polish, Spanish - Spain, Hungarian, Italian, French, Simplified Chinese, Traditional Chinese",3.99,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",10,3.11,4,7,263100,2017
Wildmender,86,1495,2023-09-28,Muse Games,"RPG, Simulation, Strategy",win,"English, French, German, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain",24.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.5,3,8,99600,2023
Sakura Nova,88,230,2016-10-20,Winged Cloud,"Sexual Content, Anime, Visual Novel","win, linux","English, Japanese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.12,1,5,598600,2016
Stray Gods: The Roleplaying Musical,94,2236,2023-08-10,Summerfall Studios,"Story Rich, Visual Novel, Adventure",win,"English, French, German, Japanese, Simplified Chinese, Spanish - Latin America",14.99,"Single-player, Family Sharing",13,3.81,1,9,699600,2023
Might & Magic® Heroes® VII,54,6397,2015-09-29,Limbic Entertainment,"Strategy, Turn-Based, RPG, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Korean, Polish, Russian, Portuguese - Brazil, Traditional Chinese, Romanian",23.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10,2.74,3,66,606000,2015
Cafemart Simulator,79,396,2025-02-25,Romenics,"Early Access, Simulation, Building",win,"English, Russian, Ukrainian, French, Italian, German, Spanish - Spain, Portuguese - Portugal, Czech, Japanese, Korean, Simplified Chinese, Hungarian, Traditional Chinese, Dutch",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.23,2,18,34400,2025
Beyond Hanwell,76,503,2024-09-26,Steel Arts Software Ltd,"Horror, Open World",win,English,12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.5,2,11,33000,2024
Little Big Workshop,84,2416,2019-10-17,Mirage Game Studios,"Simulation, Strategy, Management, Building","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.77,4,46,1070000,2019
Cookie Clicker,96,75010,2021-09-01,Orteil,"Pixel Graphics, Simulation, Management","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Portuguese - Portugal, Spanish - Latin America, Danish, Norwegian",2.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",10,3.75,1,71,3340000,2021
Obenseuer,94,954,2018-12-12,Loiste Interactive,"Survival, RPG, Early Access, Simulation",win,English,10.49,"Single-player, Steam Achievements, Family Sharing",17,3.01,1,68,82500,2018
Lords of Football,51,273,2013-04-05,Geniaware Srl,"Sports, Simulation, Strategy",win,"English, German, French, Italian, Spanish - Spain, Russian, Portuguese - Portugal",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.38,3,5,151500,2013
Desktop Survivors 98,94,459,2025-05-20,Brandon Hesslau,"Action, Roguelike, 2D",win,English,2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.0,1,2,40600,2025
Townsmen - A Kingdom Rebuilt,79,734,2019-02-26,HandyGames,"Strategy, Simulation, 2D",win,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Arabic, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Polish",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.96,3,70,923400,2019
Beach Club Simulator 2024,80,163,2024-08-16,Catsupp Games,Simulation,win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Korean, Portuguese - Portugal, Russian, Turkish",2.99,"Single-player, Family Sharing",13,2.93,2,8,8700,2024
Arizona Sunshine® 2,83,1644,2023-12-07,Vertigo Games,"Action, Adventure, FPS",win,"English, French, Italian, German, Japanese, Korean, Simplified Chinese, Spanish - Latin America, Polish, Portuguese - Brazil",23.99,"Single-player, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",17,3.7,3,10,132900,2023
Crime Simulator: Playgrounds,50,61,2024-05-10,Ultimate Games S.A.,"Action, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Turkish",1.49,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",17,2.44,3,8,489400,2024
Pumping Simulator 2,91,1373,2023-09-12,Lance Games,"Simulation, Management",win,"English, German, Turkish, Russian, French, Portuguese - Portugal, Spanish - Spain, Simplified Chinese, Korean, Italian, Arabic",4.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,4.0,4,20,70600,2023
PaperKlay,93,32,2025-05-27,WhyKev,"Adventure, Platformer, Cute",win,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Simplified Chinese",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.14,2,6,1800,2025
Nine-Ball Roulette,86,749,2025-01-14,WaveBox Labs,"Horror, Simulation",win,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Indonesian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Arabic, Korean, Filipino",2.49,"Online PvP, Steam Achievements, Steam Cloud, Family Sharing",17,3.55,3,12,118300,2025
Warhammer: Chaosbane,59,2981,2019-05-31,Eko Software,"RPG, Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Russian",14.99,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",17,2.9,3,17,1120000,2019
Suzerain,93,8269,2020-12-04,Torpor Games,"Visual Novel, Adventure, Simulation, RPG","win, mac",English,9.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.13,4,33,1040000,2020
BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT,98,1743,2024-09-21,Joeveno,"Early Access, FPS",win,"English, Portuguese - Brazil",1.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Family Sharing",17,3.19,3,3,91900,2024
TCG Card Shop Simulator,97,37341,2024-09-15,OPNeon Games,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",7.29,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,4.0,2,30,2440000,2024
OverDrift Festival,80,1055,2022-12-22,OverDrift Crew,"Driving, Simulation, Open World",win,English,5.79,"Single-player, MMO, Online PvP, Cross-Platform Multiplayer, Steam Cloud, Remote Play Together, Family Sharing",0,2.68,2,3,54900,2022
Recycling Center Simulator,87,1739,2024-10-02,Balas Games,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Korean, Polish, Hungarian, Portuguese - Portugal, Russian, Turkish, Traditional Chinese",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.84,3,21,152400,2024
Duck Detective: The Ghost of Glamping,99,515,2025-05-22,Happy Broccoli Games,"Adventure, Cute, Puzzle, 2.5D","win, mac, linux","English, German",5.79,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Family Sharing",0,4.0,2,2,27300,2025
OVERDOSE,85,49,2025-04-04,For Fun Games,"Simulation, Horror",win,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Turkish",2.49,"Single-player, Steam Achievements, Family Sharing",17,3.27,2,4,8100,2025
Dwarven Realms,83,2423,2024-09-27,Crater Studios,"Action, RPG, Roguelike",win,"English, Russian, Simplified Chinese, German, Spanish - Spain, Korean, Portuguese - Brazil",5.79,"Single-player, Steam Achievements, Steam Leaderboards, Steam Turn Notifications, Family Sharing",13,3.0,3,37,266400,2024
Die in the Dungeon,91,1714,2025-02-21,ATICO,"Early Access, Turn-Based, Strategy, RPG","win, mac","English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish, Japanese, Polish, Korean",12.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.5,3,23,106300,2025
Dark Deception,88,21189,2018-09-27,Glowstick Entertainment,"Horror, Action, Adventure",win,"English, French, German, Spanish - Spain, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Italian, Japanese, Korean",0.0,"Single-player, Steam Achievements, Captions available, Steam Cloud",17,3.5,4,20,2560000,2018
FACEMINER,91,517,2025-02-27,Wristwork,"Simulation, Management, Story Rich","win, mac, linux","English, Portuguese - Brazil, Russian, Spanish - Latin America, German, Japanese, Simplified Chinese",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.22,4,16,33300,2025
Townscaper,95,19506,2021-08-26,Oskar Stålberg,"Building, Sandbox, Simulation","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Ukrainian",3.59,"Single-player, Family Sharing",0,3.13,1,3,1400000,2021
Chillquarium,92,6423,2023-09-06,Ben Reber,"Simulation, Management",win,"English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",3.59,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,1.5,1,1,365800,2023
Deadside,77,32815,2024-12-05,Bad Pixel,"FPS, Open World, Survival, Crafting",win,"English, Russian, French, German, Spanish - Latin America, Simplified Chinese",12.49,"MMO, Online PvP, Online Co-op, Steam Achievements, Family Sharing",17,1.0,4,8,1670000,2024
